tube_assembly_id,supplier,cost
TA-09301,S-0066,12.12
TA-17963,S-0041,12.12
TA-08798,S-0058,12.11
TA-18651,S-0066,12.1
TA-09556,S-0072,12.1
TA-07505,S-0054,12.08
TA-01781,S-0072,12.08
TA-09679,S-0026,12.08
TA-19183,S-0066,12.07
TA-13828,S-0041,12.07
TA-13368,S-0054,12.07
TA-08193,S-0066,12.06
TA-16511,S-0041,12.05
TA-18154,S-0054,12.05
TA-07116,S-0058,12.05
TA-12238,S-0062,12.05
TA-12198,S-0061,12.05
TA-05254,S-0066,12.05
TA-20754,S-0066,12.05
TA-16826,S-0072,12.04
TA-14933,S-0026,12.04
TA-09828,S-0072,12.04
TA-09826,S-0072,12.02
TA-00414,S-0072,12.02
TA-04333,S-0072,12.02
TA-05038,S-0041,12.01
TA-07659,S-0066,12.01
TA-13337,S-0064,12.01
TA-04409,S-0072,12.0
TA-13501,S-0041,12.0
TA-16842,S-0013,12.0
TA-01641,S-0072,12.0
TA-02621,S-0072,12.0
TA-19277,S-0066,12.0
TA-06711,S-0058,11.99
TA-00779,S-0066,11.98
TA-08740,S-0072,11.97
TA-05037,S-0041,11.97
TA-20783,S-0066,11.97
TA-21163,S-0064,11.96
TA-04059,S-0072,11.96
TA-04060,S-0072,11.96
TA-00205,S-0066,11.95
TA-02636,S-0062,11.95
TA-14227,S-0041,11.95
TA-15278,S-0092,11.95
TA-03329,S-0066,11.94
TA-04516,S-0072,11.93
TA-18241,S-0072,11.93
TA-14828,S-0041,11.93
TA-07072,S-0072,11.92
TA-19539,S-0066,11.92
TA-19463,S-0072,11.92
TA-19384,S-0066,11.92
TA-01997,S-0066,11.91
TA-04358,S-0041,11.91
TA-04664,S-0066,11.91
TA-02620,S-0072,11.9
TA-09450,S-0066,11.9
TA-07549,S-0004,11.89
TA-17160,S-0092,11.89
TA-11114,S-0072,11.88
TA-05555,S-0072,11.87
TA-03792,S-0072,11.87
TA-05927,S-0041,11.86
TA-10174,S-0066,11.85
TA-06531,S-0025,11.85
TA-10370,S-0066,11.84
TA-03736,S-0066,11.84
TA-11280,S-0066,11.84
TA-09998,S-0066,11.84
TA-15891,S-0041,11.83
TA-00943,S-0041,11.83
TA-11281,S-0066,11.83
TA-15186,S-0072,11.82
TA-15185,S-0072,11.82
TA-17791,S-0072,11.82
TA-07802,S-0066,11.82
TA-20812,S-0066,11.82
TA-01091,S-0026,11.82
TA-05039,S-0041,11.82
TA-01057,S-0066,11.81
TA-19561,S-0026,11.81
TA-06443,S-0066,11.81
TA-20505,S-0066,11.81
TA-10809,S-0066,11.81
TA-04539,S-0066,11.8
TA-05388,S-0066,11.8
TA-07501,S-0066,11.8
TA-09441,S-0066,11.79
TA-17334,S-0041,11.79
TA-04097,S-0072,11.79
TA-12382,S-0072,11.79
TA-07963,S-0058,11.79
TA-05942,S-0041,11.78
TA-14001,S-0054,11.78
TA-05118,S-0066,11.78
TA-17996,S-0066,11.78
TA-03759,S-0066,11.78
TA-10648,S-0041,11.78
TA-02639,S-0062,11.78
TA-00099,S-0066,11.78
TA-13561,S-0054,11.77
TA-01333,S-0026,11.77
TA-03758,S-0066,11.77
TA-05467,S-0066,11.76
TA-08435,S-0066,11.76
TA-14332,S-0066,11.76
TA-08603,S-0066,11.76
TA-06147,S-0072,11.76
TA-17141,S-0058,11.75
TA-09825,S-0072,11.74
TA-00198,S-0066,11.74
TA-16620,S-0041,11.74
TA-20489,S-0066,11.74
TA-08536,S-0072,11.74
TA-00180,S-0054,11.73
TA-06106,S-0062,11.73
TA-09910,S-0072,11.73
TA-05456,S-0072,11.73
TA-20596,S-0066,11.73
TA-18152,S-0054,11.72
TA-09823,S-0072,11.72
TA-20545,S-0066,11.72
TA-00763,S-0066,11.72
TA-03005,S-0072,11.72
TA-05875,S-0066,11.72
TA-19903,S-0041,11.72
TA-04667,S-0066,11.72
TA-09739,S-0072,11.72
TA-13388,S-0054,11.71
TA-09704,S-0043,11.71
TA-11103,S-0072,11.71
TA-04367,S-0066,11.71
TA-04872,S-0041,11.7
TA-18167,S-0041,11.7
TA-18168,S-0041,11.7
TA-00790,S-0066,11.69
TA-05253,S-0066,11.69
TA-09000,S-0066,11.68
TA-00228,S-0072,11.68
TA-15213,S-0041,11.68
TA-02758,S-0072,11.67
TA-12186,S-0072,11.67
TA-01863,S-0072,11.67
TA-16445,S-0066,11.67
TA-11972,S-0058,11.67
TA-06907,S-0041,11.67
TA-16648,S-0041,11.67
TA-06874,S-0041,11.67
TA-17333,S-0041,11.66
TA-00749,S-0041,11.66
TA-04758,S-0026,11.66
TA-01960,S-0066,11.66
TA-13453,S-0013,11.66
TA-02184,S-0066,11.65
TA-01045,S-0066,11.65
TA-18268,S-0041,11.65
TA-15198,S-0041,11.65
TA-13434,S-0041,11.65
TA-02432,S-0066,11.65
TA-13061,S-0066,11.64
TA-04531,S-0072,11.64
TA-04530,S-0072,11.64
TA-18875,S-0030,11.64
TA-07709,S-0072,11.63
TA-19460,S-0072,11.62
TA-16649,S-0041,11.62
TA-11851,S-0041,11.62
TA-16690,S-0041,11.61
TA-03177,S-0066,11.6
TA-12177,S-0013,11.6
TA-01362,S-0066,11.6
TA-07569,S-0066,11.59
TA-17789,S-0013,11.59
TA-20849,S-0066,11.59
TA-01363,S-0066,11.59
TA-10296,S-0066,11.59
TA-00702,S-0026,11.58
TA-03617,S-0066,11.58
TA-01777,S-0066,11.58
TA-04013,S-0066,11.57
TA-05909,S-0041,11.57
TA-19485,S-0072,11.57
TA-18143,S-0054,11.57
TA-09473,S-0066,11.57
TA-13072,S-0066,11.57
TA-15526,S-0041,11.56
TA-17972,S-0072,11.56
TA-09540,S-0066,11.55
TA-08434,S-0066,11.55
TA-03271,S-0072,11.55
TA-13384,S-0072,11.55
TA-04805,S-0072,11.55
TA-19019,S-0041,11.55
TA-20546,S-0066,11.55
TA-01462,S-0014,11.55
TA-19879,S-0041,11.55
TA-08849,S-0066,11.53
TA-15536,S-0041,11.53
TA-14024,S-0041,11.53
TA-15635,S-0041,11.52
TA-04183,S-0066,11.52
TA-05956,S-0041,11.52
TA-16691,S-0041,11.52
TA-04512,S-0072,11.51
TA-00492,S-0066,11.51
TA-12669,S-0041,11.51
TA-14881,S-0041,11.5
TA-15090,S-0041,11.5
TA-17611,S-0066,11.5
TA-02509,S-0066,11.5
TA-15212,S-0041,11.49
TA-14508,S-0041,11.49
TA-10898,S-0058,11.49
TA-13446,S-0064,11.49
TA-16845,S-0013,11.49
TA-11275,S-0072,11.49
TA-08697,S-0066,11.49
TA-16509,S-0041,11.48
TA-06534,S-0041,11.48
TA-19123,S-0041,11.47
TA-07040,S-0072,11.46
TA-11746,S-0066,11.46
TA-18743,S-0041,11.46
TA-00494,S-0066,11.46
TA-12510,S-0043,11.46
TA-12514,S-0066,11.46
TA-17652,S-0058,11.46
TA-07287,S-0066,11.46
TA-00214,S-0072,11.45
TA-15091,S-0041,11.45
TA-09259,S-0054,11.45
TA-17685,S-0026,11.45
TA-07249,S-0066,11.45
TA-01097,S-0066,11.44
TA-03776,S-0072,11.44
TA-00052,S-0066,11.44
TA-00621,S-0041,11.44
TA-03756,S-0066,11.43
TA-03755,S-0066,11.43
TA-09387,S-0066,11.43
TA-02232,S-0013,11.42
TA-09386,S-0066,11.42
TA-02153,S-0066,11.41
TA-16243,S-0041,11.41
TA-08322,S-0066,11.41
TA-06878,S-0072,11.41
TA-06671,S-0066,11.4
TA-00623,S-0041,11.4
TA-19682,S-0041,11.4
TA-04168,S-0066,11.4
TA-20208,S-0066,11.39
TA-05739,S-0066,11.39
TA-00679,S-0066,11.39
TA-04169,S-0066,11.39
TA-06275,S-0041,11.39
TA-06351,S-0025,11.38
TA-05962,S-0072,11.38
TA-00440,S-0066,11.38
TA-00495,S-0066,11.37
TA-20371,S-0066,11.37
TA-00885,S-0066,11.37
TA-02728,S-0066,11.37
TA-20132,S-0064,11.37
TA-05864,S-0066,11.37
TA-03514,S-0041,11.37
TA-07128,S-0066,11.36
TA-12227,S-0066,11.36
TA-03384,S-0066,11.36
TA-09251,S-0066,11.35
TA-18424,S-0041,11.34
TA-08161,S-0066,11.34
TA-20355,S-0066,11.34
TA-00864,S-0066,11.33
TA-19063,S-0066,11.33
TA-20003,S-0066,11.33
TA-20002,S-0066,11.33
TA-08930,S-0013,11.33
TA-07211,S-0026,11.33
TA-11245,S-0041,11.33
TA-03658,S-0072,11.33
TA-19548,S-0041,11.32
TA-19977,S-0066,11.32
TA-14081,S-0066,11.32
TA-03324,S-0066,11.32
TA-09468,S-0072,11.31
TA-16411,S-0026,11.31
TA-02211,S-0066,11.3
TA-03971,S-0066,11.3
TA-15222,S-0041,11.3
TA-10520,S-0066,11.28
TA-13559,S-0054,11.28
TA-20776,S-0066,11.28
TA-20614,S-0066,11.28
TA-08453,S-0072,11.28
TA-10293,S-0066,11.28
TA-12256,S-0058,11.27
TA-20000,S-0066,11.27
TA-18478,S-0041,11.27
TA-10387,S-0066,11.27
TA-01111,S-0064,11.27
TA-16372,S-0041,11.27
TA-07842,S-0026,11.26
TA-10136,S-0066,11.26
TA-14012,S-0041,11.26
TA-20553,S-0066,11.26
TA-00923,S-0041,11.25
TA-18870,S-0064,11.25
TA-00886,S-0066,11.25
TA-16018,S-0072,11.25
TA-06049,S-0072,11.25
TA-19378,S-0066,11.24
TA-13387,S-0054,11.24
TA-09338,S-0066,11.23
TA-11573,S-0054,11.23
TA-18140,S-0054,11.23
TA-10290,S-0066,11.23
TA-16408,S-0066,11.22
TA-08520,S-0066,11.22
TA-12002,S-0066,11.22
TA-05559,S-0066,11.22
TA-05382,S-0072,11.21
TA-16129,S-0013,11.21
TA-11134,S-0072,11.21
TA-18190,S-0066,11.21
TA-10386,S-0066,11.21
TA-03903,S-0014,11.21
TA-00681,S-0066,11.21
TA-02183,S-0066,11.21
TA-04666,S-0066,11.21
TA-09339,S-0066,11.21
TA-10291,S-0066,11.2
TA-12292,S-0072,11.2
TA-12166,S-0054,11.2
TA-09914,S-0066,11.2
TA-14505,S-0041,11.2
TA-05036,S-0041,11.2
TA-20832,S-0066,11.2
TA-00493,S-0066,11.19
TA-02237,S-0066,11.19
TA-08606,S-0066,11.18
TA-09106,S-0066,11.18
TA-08287,S-0041,11.18
TA-10696,S-0066,11.18
TA-18310,S-0013,11.18
TA-01966,S-0072,11.17
TA-10191,S-0072,11.17
TA-03875,S-0014,11.17
TA-01923,S-0072,11.17
TA-10872,S-0066,11.17
TA-11028,S-0066,11.17
TA-05365,S-0066,11.16
TA-02042,S-0041,11.16
TA-01170,S-0072,11.16
TA-12688,S-0041,11.16
TA-00770,S-0066,11.16
TA-06247,S-0066,11.15
TA-20825,S-0066,11.15
TA-05391,S-0066,11.15
TA-05193,S-0066,11.15
TA-19901,S-0041,11.15
TA-06208,S-0066,11.15
TA-12077,S-0072,11.15
TA-02198,S-0066,11.14
TA-19257,S-0041,11.14
TA-17629,S-0066,11.14
TA-19493,S-0041,11.14
TA-19553,S-0066,11.14
TA-07643,S-0072,11.14
TA-06207,S-0066,11.14
TA-03824,S-0066,11.14
TA-05545,S-0072,11.14
TA-11994,S-0013,11.13
TA-09447,S-0066,11.13
TA-17991,S-0066,11.13
TA-07170,S-0066,11.13
TA-19871,S-0064,11.13
TA-11321,S-0013,11.13
TA-20548,S-0066,11.13
TA-18706,S-0066,11.12
TA-15385,S-0072,11.11
TA-08607,S-0066,11.11
TA-14934,S-0026,11.1
TA-05638,S-0066,11.09
TA-05372,S-0066,11.09
TA-08780,S-0066,11.09
TA-18365,S-0041,11.09
TA-06388,S-0066,11.09
TA-13630,S-0026,11.08
TA-09884,S-0066,11.08
TA-11788,S-0066,11.08
TA-06362,S-0066,11.08
TA-02819,S-0066,11.08
TA-17173,S-0013,11.08
TA-01533,S-0072,11.08
TA-15802,S-0041,11.07
TA-09970,S-0041,11.07
TA-05850,S-0066,11.07
TA-20427,S-0066,11.07
TA-20426,S-0066,11.07
TA-02087,S-0072,11.07
TA-17145,S-0058,11.07
TA-05848,S-0066,11.06
TA-01617,S-0066,11.06
TA-05499,S-0072,11.06
TA-07171,S-0066,11.06
TA-01789,S-0054,11.06
TA-11926,S-0066,11.06
TA-10813,S-0066,11.05
TA-07207,S-0072,11.05
TA-08826,S-0066,11.05
TA-07854,S-0072,11.04
TA-02730,S-0066,11.04
TA-14507,S-0041,11.04
TA-03118,S-0072,11.04
TA-01322,S-0026,11.04
TA-00924,S-0041,11.03
TA-01982,S-0072,11.03
TA-09590,S-0066,11.03
TA-07799,S-0066,11.02
TA-07801,S-0066,11.02
TA-09557,S-0072,11.02
TA-06397,S-0066,11.01
TA-02033,S-0041,11.01
TA-09797,S-0066,11.01
TA-14018,S-0041,11.0
TA-08825,S-0066,11.0
TA-09930,S-0026,11.0
TA-03499,S-0066,11.0
TA-06404,S-0066,11.0
TA-16710,S-0072,10.99
TA-03192,S-0066,10.99
TA-17935,S-0026,10.99
TA-03139,S-0066,10.99
TA-16473,S-0054,10.98
TA-02729,S-0066,10.97
TA-06232,S-0072,10.97
TA-08683,S-0072,10.97
TA-06294,S-0066,10.97
TA-19040,S-0064,10.97
TA-08244,S-0072,10.97
TA-08824,S-0066,10.97
TA-19651,S-0026,10.96
TA-08025,S-0066,10.96
TA-02772,S-0072,10.96
TA-01818,S-0041,10.96
TA-19198,S-0066,10.96
TA-20785,S-0066,10.96
TA-10505,S-0066,10.96
TA-01556,S-0066,10.96
TA-01242,S-0066,10.95
TA-13744,S-0054,10.95
TA-20510,S-0066,10.95
TA-18872,S-0030,10.95
TA-20948,S-0066,10.94
TA-20949,S-0066,10.94
TA-14690,S-0066,10.94
TA-20034,S-0066,10.94
TA-20458,S-0066,10.94
TA-13713,S-0041,10.94
TA-01303,S-0066,10.93
TA-01302,S-0066,10.93
TA-07690,S-0066,10.93
TA-06673,S-0066,10.92
TA-05701,S-0066,10.92
TA-20456,S-0066,10.92
TA-02376,S-0066,10.92
TA-17990,S-0066,10.92
TA-05133,S-0066,10.92
TA-08945,S-0066,10.92
TA-11449,S-0031,10.92
TA-12720,S-0066,10.92
TA-05846,S-0066,10.91
TA-06246,S-0066,10.91
TA-08162,S-0066,10.91
TA-17488,S-0066,10.91
TA-15217,S-0066,10.91
TA-02510,S-0066,10.9
TA-06416,S-0066,10.9
TA-19078,S-0013,10.9
TA-01956,S-0066,10.9
TA-05485,S-0041,10.9
TA-18871,S-0072,10.89
TA-08988,S-0062,10.89
TA-09161,S-0066,10.88
TA-07425,S-0066,10.88
TA-05377,S-0066,10.88
TA-12342,S-0072,10.88
TA-01595,S-0072,10.88
TA-06249,S-0066,10.88
TA-01312,S-0066,10.87
TA-18429,S-0041,10.87
TA-09119,S-0066,10.87
TA-12912,S-0041,10.87
TA-20957,S-0066,10.87
TA-13322,S-0072,10.87
TA-06410,S-0066,10.86
TA-16553,S-0041,10.86
TA-06254,S-0066,10.86
TA-06250,S-0066,10.86
TA-18680,S-0066,10.86
TA-06761,S-0066,10.85
TA-16599,S-0041,10.85
TA-05528,S-0066,10.85
TA-05782,S-0066,10.85
TA-06465,S-0066,10.85
TA-02834,S-0072,10.85
TA-18701,S-0066,10.85
TA-07507,S-0066,10.85
TA-13046,S-0026,10.84
TA-07139,S-0066,10.84
TA-08777,S-0072,10.83
TA-04327,S-0066,10.83
TA-05648,S-0066,10.83
TA-03379,S-0066,10.82
TA-13578,S-0072,10.82
TA-11480,S-0072,10.82
TA-13887,S-0058,10.82
TA-06784,S-0066,10.82
TA-05783,S-0066,10.82
TA-00678,S-0066,10.82
TA-19396,S-0066,10.81
TA-07786,S-0066,10.81
TA-00922,S-0066,10.81
TA-19294,S-0072,10.81
TA-01957,S-0066,10.81
TA-03252,S-0041,10.81
TA-20036,S-0066,10.81
TA-03149,S-0066,10.8
TA-14504,S-0041,10.79
TA-16033,S-0062,10.79
TA-11335,S-0066,10.79
TA-15040,S-0041,10.79
TA-00546,S-0066,10.79
TA-11082,S-0030,10.79
TA-08248,S-0066,10.79
TA-03494,S-0066,10.79
TA-07771,S-0066,10.78
TA-08011,S-0066,10.78
TA-10323,S-0066,10.78
TA-11024,S-0041,10.78
TA-06795,S-0072,10.78
TA-12452,S-0054,10.78
TA-03980,S-0066,10.77
TA-19572,S-0072,10.77
TA-09304,S-0066,10.77
TA-10897,S-0013,10.77
TA-06442,S-0066,10.77
TA-09160,S-0072,10.76
TA-01718,S-0066,10.76
TA-05596,S-0066,10.76
TA-06406,S-0066,10.76
TA-08009,S-0066,10.76
TA-03193,S-0066,10.76
TA-15751,S-0046,10.76
TA-00869,S-0062,10.76
TA-19124,S-0066,10.76
TA-06405,S-0066,10.76
TA-20768,S-0066,10.75
TA-18251,S-0072,10.75
TA-06952,S-0072,10.75
TA-00073,S-0026,10.75
TA-19483,S-0066,10.75
TA-06107,S-0072,10.74
TA-01650,S-0066,10.74
TA-03194,S-0066,10.74
TA-03339,S-0066,10.74
TA-01834,S-0066,10.74
TA-10106,S-0072,10.74
TA-20376,S-0066,10.74
TA-09269,S-0072,10.74
TA-08828,S-0066,10.73
TA-17339,S-0072,10.73
TA-07430,S-0072,10.73
TA-16637,S-0072,10.73
TA-18877,S-0030,10.73
TA-06253,S-0066,10.73
TA-01958,S-0066,10.73
TA-09305,S-0066,10.73
TA-06290,S-0066,10.72
TA-06287,S-0066,10.72
TA-02972,S-0066,10.72
TA-08864,S-0072,10.72
TA-04620,S-0066,10.72
TA-06295,S-0066,10.72
TA-08249,S-0066,10.72
TA-15106,S-0041,10.7
TA-05375,S-0066,10.7
TA-12126,S-0041,10.7
TA-02646,S-0066,10.7
TA-02648,S-0066,10.7
TA-07075,S-0066,10.69
TA-03653,S-0066,10.69
TA-19748,S-0026,10.69
TA-00488,S-0066,10.69
TA-20354,S-0066,10.69
TA-19995,S-0013,10.69
TA-05520,S-0041,10.69
TA-08007,S-0066,10.69
TA-02757,S-0072,10.68
TA-07259,S-0058,10.68
TA-15483,S-0041,10.68
TA-04098,S-0072,10.67
TA-06957,S-0066,10.67
TA-09297,S-0066,10.67
TA-03278,S-0096,10.67
TA-18399,S-0041,10.67
TA-01480,S-0066,10.67
TA-18210,S-0072,10.67
TA-06660,S-0041,10.66
TA-14111,S-0072,10.66
TA-11081,S-0030,10.66
TA-01033,S-0066,10.65
TA-03382,S-0066,10.65
TA-15868,S-0104,10.65
TA-09501,S-0066,10.65
TA-02458,S-0014,10.65
TA-10308,S-0072,10.64
TA-14252,S-0023,10.64
TA-11077,S-0030,10.64
TA-08100,S-0054,10.63
TA-00117,S-0041,10.63
TA-05395,S-0066,10.63
TA-04771,S-0041,10.63
TA-10495,S-0066,10.63
TA-20704,S-0072,10.62
TA-03370,S-0041,10.62
TA-07285,S-0066,10.62
TA-04834,S-0072,10.62
TA-07378,S-0066,10.62
TA-19125,S-0066,10.62
TA-18006,S-0066,10.61
TA-04033,S-0066,10.61
TA-03258,S-0062,10.61
TA-20360,S-0066,10.61
TA-07026,S-0066,10.61
TA-01360,S-0066,10.6
TA-05912,S-0041,10.6
TA-00737,S-0066,10.6
TA-01105,S-0041,10.6
TA-18867,S-0041,10.6
TA-07025,S-0066,10.6
TA-07074,S-0066,10.59
TA-13647,S-0041,10.59
TA-01607,S-0072,10.59
TA-06865,S-0054,10.59
TA-10123,S-0066,10.59
TA-14793,S-0072,10.58
TA-19486,S-0072,10.58
TA-01040,S-0066,10.58
TA-05812,S-0066,10.58
TA-08103,S-0066,10.58
TA-02558,S-0062,10.57
TA-05680,S-0066,10.57
TA-07875,S-0072,10.57
TA-05610,S-0072,10.57
TA-15102,S-0041,10.57
TA-02127,S-0072,10.57
TA-07126,S-0066,10.57
TA-04295,S-0072,10.57
TA-09499,S-0066,10.56
TA-03761,S-0066,10.56
TA-18382,S-0026,10.56
TA-18325,S-0026,10.56
TA-08024,S-0066,10.56
TA-03338,S-0066,10.56
TA-05668,S-0066,10.56
TA-11078,S-0030,10.56
TA-08340,S-0066,10.55
TA-06501,S-0081,10.55
TA-10855,S-0064,10.55
TA-05378,S-0066,10.55
TA-18668,S-0066,10.55
TA-10534,S-0066,10.54
TA-13055,S-0066,10.54
TA-08158,S-0066,10.54
TA-06838,S-0066,10.54
TA-03762,S-0066,10.54
TA-05667,S-0066,10.53
TA-07950,S-0072,10.53
TA-12314,S-0043,10.53
TA-08008,S-0066,10.53
TA-06986,S-0066,10.53
TA-06296,S-0066,10.53
TA-00056,S-0066,10.52
TA-05369,S-0066,10.52
TA-10540,S-0072,10.52
TA-05670,S-0066,10.52
TA-18983,S-0041,10.52
TA-20966,S-0066,10.52
TA-05201,S-0066,10.52
TA-06473,S-0066,10.52
TA-08445,S-0066,10.51
TA-05370,S-0066,10.51
TA-02345,S-0066,10.51
TA-05535,S-0066,10.5
TA-09199,S-0066,10.5
TA-08339,S-0066,10.5
TA-09716,S-0066,10.5
TA-05679,S-0066,10.49
TA-02724,S-0066,10.49
TA-08504,S-0026,10.49
TA-06943,S-0029,10.49
TA-02381,S-0066,10.49
TA-19126,S-0066,10.48
TA-12300,S-0066,10.48
TA-03760,S-0066,10.48
TA-12206,S-0066,10.48
TA-10110,S-0066,10.48
TA-19103,S-0041,10.48
TA-07014,S-0066,10.48
TA-12209,S-0066,10.47
TA-04119,S-0072,10.47
TA-01071,S-0066,10.47
TA-03243,S-0066,10.47
TA-05265,S-0066,10.47
TA-19834,S-0064,10.47
TA-00569,S-0066,10.47
TA-05352,S-0072,10.47
TA-18820,S-0072,10.47
TA-07751,S-0072,10.46
TA-00249,S-0066,10.46
TA-04223,S-0041,10.46
TA-05058,S-0066,10.46
TA-05678,S-0066,10.46
TA-00746,S-0041,10.46
TA-06897,S-0066,10.46
TA-00991,S-0066,10.46
TA-11737,S-0066,10.45
TA-06007,S-0066,10.45
TA-09553,S-0072,10.45
TA-00125,S-0066,10.45
TA-02154,S-0066,10.45
TA-20753,S-0066,10.45
TA-01250,S-0072,10.45
TA-03331,S-0041,10.45
TA-03964,S-0066,10.45
TA-11849,S-0066,10.44
TA-05367,S-0066,10.44
TA-08083,S-0066,10.44
TA-07840,S-0066,10.43
TA-11102,S-0072,10.43
TA-07261,S-0058,10.43
TA-08708,S-0026,10.43
TA-02261,S-0066,10.43
TA-18819,S-0072,10.43
TA-13429,S-0054,10.43
TA-05117,S-0066,10.42
TA-14479,S-0013,10.42
TA-00768,S-0066,10.42
TA-04915,S-0072,10.42
TA-14450,S-0066,10.42
TA-17397,S-0058,10.42
TA-17979,S-0041,10.41
TA-02347,S-0066,10.41
TA-08414,S-0066,10.41
TA-19444,S-0066,10.41
TA-01416,S-0066,10.41
TA-05486,S-0013,10.4
TA-02649,S-0072,10.4
TA-14451,S-0066,10.4
TA-00993,S-0066,10.4
TA-00123,S-0066,10.4
TA-20229,S-0041,10.4
TA-19445,S-0066,10.4
TA-11915,S-0111,10.4
TA-04312,S-0066,10.4
TA-00383,S-0066,10.39
TA-02344,S-0066,10.39
TA-02383,S-0066,10.39
TA-10492,S-0066,10.39
TA-01728,S-0066,10.39
TA-10863,S-0058,10.39
TA-01323,S-0026,10.39
TA-04193,S-0072,10.38
TA-17844,S-0066,10.38
TA-11133,S-0072,10.38
TA-05663,S-0066,10.38
TA-18194,S-0072,10.38
TA-04763,S-0041,10.38
TA-18195,S-0072,10.38
TA-11286,S-0072,10.38
TA-01425,S-0066,10.38
TA-19044,S-0041,10.38
TA-02217,S-0072,10.37
TA-08388,S-0066,10.37
TA-17954,S-0041,10.37
TA-00719,S-0066,10.37
TA-15570,S-0066,10.37
TA-14239,S-0041,10.37
TA-01479,S-0066,10.36
TA-03381,S-0013,10.36
TA-00489,S-0066,10.36
TA-04881,S-0066,10.36
TA-14237,S-0041,10.35
TA-14240,S-0041,10.35
TA-05676,S-0066,10.35
TA-11738,S-0066,10.35
TA-00834,S-0066,10.35
TA-17053,S-0013,10.35
TA-09392,S-0066,10.34
TA-19055,S-0072,10.34
TA-01844,S-0066,10.34
TA-15495,S-0041,10.34
TA-13709,S-0041,10.34
TA-15611,S-0041,10.33
TA-11324,S-0041,10.33
TA-12124,S-0041,10.32
TA-03975,S-0072,10.32
TA-13777,S-0066,10.32
TA-09674,S-0066,10.32
TA-16424,S-0056,10.32
TA-14030,S-0041,10.32
TA-06148,S-0072,10.32
TA-11415,S-0066,10.32
TA-04478,S-0066,10.31
TA-04848,S-0066,10.31
TA-16721,S-0072,10.31
TA-08732,S-0058,10.31
TA-06855,S-0066,10.31
TA-01230,S-0066,10.31
TA-16681,S-0026,10.31
TA-16535,S-0026,10.31
TA-08133,S-0066,10.31
TA-08134,S-0066,10.31
TA-19448,S-0066,10.31
TA-02594,S-0066,10.3
TA-04024,S-0066,10.3
TA-17992,S-0066,10.3
TA-20601,S-0066,10.3
TA-01134,S-0066,10.3
TA-13516,S-0066,10.3
TA-06564,S-0066,10.29
TA-19704,S-0066,10.29
TA-08245,S-0066,10.29
TA-00270,S-0066,10.29
TA-00859,S-0066,10.29
TA-04663,S-0066,10.29
TA-19043,S-0041,10.29
TA-05216,S-0066,10.29
TA-20445,S-0066,10.29
TA-04721,S-0066,10.28
TA-20501,S-0066,10.28
TA-19656,S-0064,10.28
TA-02717,S-0072,10.28
TA-20568,S-0066,10.27
TA-08724,S-0066,10.27
TA-00761,S-0066,10.27
TA-06853,S-0066,10.27
TA-20500,S-0066,10.27
TA-03719,S-0066,10.26
TA-09172,S-0041,10.26
TA-09754,S-0072,10.26
TA-09364,S-0066,10.26
TA-10415,S-0072,10.26
TA-00808,S-0066,10.26
TA-17627,S-0066,10.25
TA-13795,S-0054,10.25
TA-10521,S-0066,10.25
TA-00005,S-0066,10.25
TA-04380,S-0072,10.25
TA-19449,S-0066,10.25
TA-07892,S-0066,10.24
TA-05379,S-0066,10.24
TA-03634,S-0066,10.24
TA-02723,S-0066,10.24
TA-03572,S-0072,10.24
TA-01783,S-0066,10.23
TA-05208,S-0066,10.23
TA-19025,S-0066,10.23
TA-11021,S-0064,10.23
TA-03205,S-0066,10.23
TA-08164,S-0066,10.23
TA-05844,S-0066,10.23
TA-02589,S-0066,10.23
TA-00527,S-0041,10.23
TA-01436,S-0066,10.23
TA-18562,S-0026,10.22
TA-10324,S-0066,10.22
TA-05073,S-0072,10.22
TA-03660,S-0066,10.22
TA-05019,S-0066,10.21
TA-11266,S-0072,10.21
TA-01906,S-0066,10.21
TA-06500,S-0058,10.21
TA-15405,S-0041,10.21
TA-02726,S-0066,10.21
TA-09174,S-0072,10.21
TA-08539,S-0066,10.21
TA-07295,S-0066,10.21
TA-05816,S-0066,10.21
TA-07524,S-0066,10.2
TA-09323,S-0066,10.2
TA-06592,S-0066,10.19
TA-05213,S-0066,10.19
TA-04447,S-0072,10.19
TA-05964,S-0072,10.18
TA-04442,S-0066,10.18
TA-05996,S-0066,10.18
TA-04695,S-0041,10.18
TA-10496,S-0066,10.18
TA-13144,S-0013,10.17
TA-06965,S-0072,10.17
TA-06715,S-0066,10.17
TA-07297,S-0066,10.17
TA-05629,S-0066,10.17
TA-08387,S-0066,10.17
TA-04397,S-0066,10.17
TA-15156,S-0041,10.17
TA-04914,S-0072,10.17
TA-04660,S-0066,10.17
TA-04659,S-0066,10.17
TA-00315,S-0066,10.16
TA-08528,S-0066,10.16
TA-05628,S-0066,10.16
TA-20826,S-0066,10.16
TA-16703,S-0041,10.15
TA-09303,S-0066,10.15
TA-04133,S-0066,10.15
TA-16847,S-0013,10.15
TA-16846,S-0013,10.15
TA-16848,S-0013,10.15
TA-01381,S-0072,10.15
TA-16849,S-0013,10.15
TA-00282,S-0072,10.15
TA-00314,S-0066,10.15
TA-10493,S-0066,10.14
TA-05366,S-0066,10.14
TA-00157,S-0066,10.14
TA-20270,S-0066,10.13
TA-06308,S-0066,10.13
